,BirthDate,MaritalStatus,YearlyIncome,Gender,TotalChildren,NumberChildrenAtHome,Education,Occupation,HomeOwner,CommuteDistance,NumberOfPurchases,ProfitGenerated,Assignments
7758,1965,False,3,1,5,5,3,2,True,1,4,13496.2424,2
7759,1964,False,2,0,0,0,3,2,True,3,1,25703.4816,3
7760,1964,False,2,0,0,0,3,2,False,3,1,21454.565,3
7761,1959,True,3,1,4,0,3,2,True,4,1,23244.3076,2
7762,1963,False,2,0,0,0,3,2,True,3,2,25689.4825,3
7763,1962,False,2,1,5,4,3,2,True,3,2,17895.4098,3
7764,1962,True,2,1,5,4,2,1,True,0,2,5509.6917,3
7765,1961,True,2,1,5,4,2,1,True,3,3,9964.0787,3
7766,1958,True,3,1,2,0,3,2,True,3,1,23845.321,2
7767,1957,False,2,1,1,0,2,1,True,3,1,18468.8614,3
7768,1936,False,1,1,2,0,2,0,False,0,2,4321.2531,1
7769,1960,True,2,0,5,4,2,1,True,4,3,8479.6233,3
7770,1960,True,2,0,5,4,2,1,True,4,3,8475.3014,3
7771,1957,False,2,1,1,0,2,1,False,0,1,8499.9848,3
7772,1957,False,2,0,1,0,2,1,True,3,1,14201.9189,3
7773,1956,False,3,1,1,0,2,1,False,0,1,10531.5055,1
7774,1976,False,1,0,0,0,1,1,True,3,2,11125.7285,1
7775,1975,True,1,1,0,0,1,1,True,3,3,11650.7627,1
7776,1975,True,1,1,0,0,1,1,True,3,2,11623.176,1
7777,1980,True,1,1,0,0,1,1,True,3,2,11592.5505,1
7778,1980,True,1,1,0,0,1,1,True,3,2,11615.095,1
7779,1979,True,1,1,0,0,1,1,False,0,3,5416.9212,1
7780,1978,False,1,1,0,0,1,1,True,3,2,14464.0659,1
7781,1978,True,1,1,0,0,1,1,True,3,2,11640.8482,1
7782,1938,True,1,1,2,0,3,3,False,0,2,7707.9589,0
7783,1938,False,1,0,2,0,3,3,True,3,2,16066.6553,0
7784,1979,False,1,0,0,0,0,0,False,3,2,6762.6169,1
7785,1939,False,1,0,2,0,2,0,False,3,2,5884.4783,1
7786,1939,True,1,1,2,0,3,3,True,3,2,16690.8955,0
7787,1943,True,1,0,2,0,3,3,False,0,2,5901.3324,0
7788,1943,False,1,1,2,0,3,3,False,0,2,9650.6325,0
7789,1976,False,1,0,0,0,1,1,False,1,2,5723.527,1
7790,1976,False,1,0,0,0,1,1,False,1,2,5628.4127,1
7791,1976,False,1,1,0,0,2,1,True,3,1,16572.106,1
7792,1975,False,1,1,0,0,1,1,False,1,2,7368.3819,1
7793,1974,False,1,1,0,0,2,1,False,1,1,8413.9175,1
7794,1972,False,2,1,0,0,2,1,True,3,2,23231.1106,3
7795,1972,False,3,0,0,0,3,3,False,0,1,17527.2885,0
7796,1968,False,3,0,0,0,3,3,False,0,1,17642.965,0
7797,1968,False,3,0,0,0,3,3,False,0,1,17511.644,0
7798,1968,True,3,0,4,4,3,3,True,1,5,10642.7296,0
7799,1967,False,4,1,0,1,3,3,True,1,3,38251.3924,0
7800,1971,False,4,0,0,0,0,3,True,0,4,19636.9752,0
7801,1969,True,4,1,0,0,0,3,True,0,4,20407.6705,0
7802,1957,True,3,0,2,2,2,2,True,3,4,13403.6682,2
7803,1974,False,1,1,0,0,2,0,True,2,1,9190.4971,1
7804,1980,True,0,1,0,0,0,Manual,True,1,2,2503.0253,1
7805,1980,False,0,1,0,0,0,Manual,True,1,2,3073.8075,1
7806,1972,False,0,1,0,0,0,Manual,True,1,2,3162.2054,1
7807,1973,True,1,1,1,1,3,1,True,0,1,6723.2321,1
7808,1973,True,1,0,1,1,3,1,True,1,1,5668.0266,1
7809,1972,False,1,0,0,0,1,Manual,False,1,1,5288.2377,1
7810,1972,False,1,0,0,0,1,Manual,True,2,1,7505.578,1
7811,1971,False,0,1,0,0,0,Manual,False,1,2,2633.0802,1
7812,1971,False,0,1,0,0,0,Manual,False,0,2,2337.485,1
7813,1971,False,0,1,0,0,0,Manual,False,0,2,2309.2015,1
7814,1971,False,0,1,0,0,0,Manual,True,1,2,3114.1208,1
7815,1971,False,1,0,2,2,2,0,False,0,1,2965.9418,1
7816,1971,True,1,1,2,2,2,0,True,1,1,4178.5228,1
7817,1970,True,1,1,2,2,2,0,True,1,2,4157.8526,1
7818,1974,False,1,0,3,3,2,0,False,0,2,2790.0684,1
7819,1929,True,1,0,1,0,4,1,True,1,1,5315.1387,1
7820,1954,False,0,1,3,0,0,0,True,1,2,1721.0728,1
7821,1954,False,0,0,3,0,0,0,False,1,2,1101.3308,1
7822,1954,False,0,1,3,0,0,0,True,1,2,1725.6542,1
7823,1955,False,0,1,3,0,0,0,False,0,2,1390.1876,1
7824,1955,False,0,0,3,0,0,0,False,0,2,1128.592,1
7825,1955,False,0,1,3,0,0,0,False,0,3,1287.0016,1
7826,1955,False,0,0,3,0,0,0,True,1,2,1340.5287,1
7827,1956,False,0,1,3,0,0,0,True,1,2,1834.7221,1
7828,1956,False,0,0,3,0,0,0,False,0,2,1059.2232,1
7829,1956,False,1,0,2,0,1,1,False,0,2,3786.0989,1
7830,1956,True,1,1,2,0,1,1,True,1,2,5167.9654,1
7831,1957,True,0,1,2,1,0,0,True,1,2,1458.9699,1
7832,1957,True,0,0,2,1,0,0,True,0,2,1003.3618,1
7833,1957,True,0,1,2,1,0,0,False,0,2,1087.6635,1
7834,1957,False,0,0,2,1,0,0,True,1,2,1305.7615,1
7835,1957,False,0,1,2,1,0,0,True,1,2,1709.9884,1
7836,1957,True,0,1,2,1,0,0,False,0,2,1037.8583,1
7837,1957,True,0,1,2,1,0,0,True,0,2,1215.8253,1
7838,1957,True,0,1,2,1,0,0,False,0,2,1056.761,1
7839,1957,False,0,0,2,1,0,0,True,1,2,1294.1524,1
7840,1957,False,1,1,2,0,1,1,True,1,2,6425.3937,1
7841,1957,True,1,1,2,0,1,1,True,1,2,5149.8985,1
7842,1958,False,1,0,2,0,1,1,False,0,2,3741.4632,1
7843,1958,True,1,0,2,0,1,1,True,1,2,3941.5414,1
7844,1958,True,1,0,2,0,1,1,True,1,2,3936.2759,1
7845,1958,True,1,1,2,0,1,1,True,1,2,5161.9507,1
7846,1958,False,1,0,2,0,1,1,True,1,2,4932.6169,1
7847,1959,True,1,0,2,0,2,0,False,0,1,2597.3508,1
7848,1959,False,1,1,2,0,2,0,False,0,1,4343.9966,1
7849,1959,False,1,0,2,0,2,0,False,1,1,3563.5081,1
7850,1970,True,1,0,1,1,3,1,True,2,1,6655.7723,1
7851,1968,True,2,1,2,2,3,1,True,2,1,11112.4012,3
7852,1967,False,1,0,0,0,3,2,False,2,1,11005.8801,1
7853,1919,True,0,1,3,0,0,0,False,0,2,1109.0545,1
7854,1967,False,1,0,2,2,3,1,False,0,1,4850.7952,1
7855,1967,True,1,0,2,2,3,1,True,2,1,6061.0741,1
7856,1966,False,3,1,3,3,3,1,False,0,1,10198.0627,1
7857,1965,True,1,0,3,3,3,1,True,2,1,5707.49,1
7858,1965,True,1,1,3,3,3,1,True,2,3,7441.9043,1
7859,1965,False,1,0,3,3,3,1,False,0,2,4557.0051,1
7860,1965,True,1,0,3,3,3,1,True,4,3,8722.195,1
7861,1965,True,1,1,3,3,3,1,True,4,3,11413.9252,1
7862,1967,False,0,1,1,1,2,Manual,True,2,1,3121.4956,1
7863,1967,False,0,1,1,1,2,Manual,False,1,1,2221.2838,1
7864,1967,False,1,1,1,1,3,0,False,0,1,5281.7298,1
7865,1966,True,0,1,1,1,1,Manual,False,1,1,1543.011,1
7866,1965,True,0,0,2,2,1,Manual,True,0,1,1235.5756,1
7867,1965,True,0,1,2,2,1,Manual,True,0,1,1607.1341,1
7868,1965,True,0,1,2,2,1,Manual,True,0,2,1515.0523,1
7869,1965,True,1,0,1,1,3,1,True,0,2,5114.7757,1
7870,1964,True,0,1,4,3,0,Manual,True,0,2,1294.689,1
7871,1964,True,0,0,3,2,0,Manual,True,0,3,1065.402,1
7872,1933,True,1,0,1,0,3,1,True,2,1,7362.2001,1
7873,1962,False,1,1,1,0,2,0,True,2,1,7355.2353,1
7874,1964,True,1,1,2,2,2,0,True,0,2,3801.253,1
7875,1964,False,1,0,2,2,2,0,True,0,2,3638.6339,1
7876,1963,True,1,1,2,2,2,0,True,0,2,3672.9924,1
7877,1963,True,1,0,2,2,2,0,True,0,2,2851.0599,1
7878,1963,True,1,0,2,2,2,0,True,0,2,2898.3755,1
7879,1979,True,1,0,3,3,2,0,True,0,2,2731.4948,1
7880,1979,False,1,0,3,3,2,0,True,0,2,3383.763,1
7881,1962,False,1,1,1,0,2,0,False,2,1,6140.3591,1
7882,1978,False,1,1,3,3,2,0,True,0,2,4434.0127,1
7883,1978,True,1,1,4,4,2,0,True,0,3,3298.3328,1
7884,1978,True,1,0,5,5,2,0,True,0,1,2339.3043,1
7885,1977,False,1,0,5,5,2,0,False,0,3,2395.2782,1
7886,1977,False,1,1,0,0,2,0,False,0,1,5912.975,1
7887,1977,False,1,0,0,0,2,0,False,0,1,4557.0931,1
7888,1976,False,0,1,0,0,1,Manual,False,2,1,3175.1684,1
7889,1976,False,0,0,0,0,1,Manual,False,3,1,3502.4398,1
7890,1975,False,0,0,0,0,0,Manual,True,0,2,2156.944,1
7891,1976,False,0,0,0,0,1,Manual,False,1,1,2048.3708,1
7892,1976,False,0,1,0,0,1,Manual,False,3,1,4466.0504,1
7893,1976,False,0,1,0,0,0,Manual,True,2,1,3665.598,1
7894,1976,False,1,0,0,0,2,0,False,0,1,4534.9438,1
7895,1913,False,0,1,2,0,0,Manual,False,0,2,1726.3393,1
7896,1980,True,0,0,0,0,2,Manual,False,0,1,1757.935,1
7897,1980,False,0,0,0,0,2,Manual,True,1,1,2869.2331,1
7898,1980,True,0,1,0,0,2,Manual,True,2,1,3559.1326,1
7899,1980,False,0,1,0,0,2,Manual,True,1,1,3741.711,1
7900,1977,False,0,1,0,0,1,Manual,False,0,2,2494.8923,1
7901,1970,False,0,0,0,0,2,Manual,False,2,1,2776.6615,1
7902,1952,False,0,0,2,0,2,Manual,False,0,1,1602.2613,1
7903,1952,False,0,0,2,0,2,Manual,False,0,1,1675.8483,1
7904,1952,False,0,0,2,0,2,Manual,False,2,1,2079.4981,1
7905,1951,False,0,0,2,0,2,Manual,False,2,1,2039.1847,1
7906,1968,False,0,0,2,2,1,Manual,True,0,1,1507.8527,1
7907,1968,True,3,0,2,0,3,3,True,1,2,13493.7096,0
7908,1968,True,3,0,3,0,3,3,True,1,3,12638.6673,0
7909,1964,True,0,0,3,2,0,Manual,True,0,1,1054.9114,1
7910,1964,True,0,0,3,2,0,Manual,True,0,1,1118.372,1
7911,1963,True,0,1,3,2,0,Manual,True,0,2,1432.7921,1
7912,1963,True,0,0,3,2,0,Manual,True,0,2,1040.071,1
7913,1932,False,0,1,2,0,2,Manual,False,2,1,2705.4082,1
7914,1965,False,1,0,2,2,2,0,True,0,1,3621.7774,1
7915,1964,True,1,1,2,2,2,0,True,0,2,3753.1949,1
7916,1964,False,1,1,2,2,2,0,True,0,2,4649.196,1
7917,1963,True,1,0,2,2,2,0,True,0,3,2962.3265,1
7918,1979,True,0,0,4,4,1,Manual,True,0,2,1039.4922,1
7919,1978,True,1,1,3,3,2,0,True,0,3,3560.4725,1
7920,1978,True,1,1,3,3,2,0,True,0,2,3498.9572,1
7921,1977,True,1,1,5,5,2,0,True,0,3,3100.1191,1
7922,1977,False,1,0,0,0,2,0,False,2,1,5943.0645,1
7923,1977,False,1,0,0,0,2,0,False,2,1,5926.7441,1
7924,1976,False,0,1,0,0,1,Manual,False,1,1,2668.1581,1
7925,1975,False,0,0,0,0,0,Manual,True,0,2,2130.034,1
7926,1976,False,0,1,0,0,1,Manual,True,2,1,3880.0133,1
7927,1976,False,1,0,0,0,2,0,True,2,1,7099.064,1
7928,1974,True,0,0,0,0,0,Manual,True,1,2,1893.4033,1
7929,1975,False,1,0,0,0,2,0,False,2,1,5961.2379,1
7930,1975,False,1,1,0,0,2,0,False,2,1,7717.369,1
7931,1975,False,1,0,0,0,2,0,False,2,1,5854.149,1
7932,1980,False,0,1,0,0,2,Manual,True,1,1,3738.666,1
7933,1979,False,0,1,0,0,2,Manual,True,2,1,4397.363,1
7934,1978,False,0,1,0,0,2,Manual,False,0,1,2823.063,1
7935,1978,False,0,0,0,0,2,Manual,False,0,1,2122.0632,1
7936,1943,True,0,1,2,0,2,Manual,False,0,1,1651.7151,1
7937,1959,False,0,0,1,1,1,Manual,True,2,1,2180.8327,1
7938,1970,True,0,0,1,1,1,Manual,True,0,2,1309.6385,1
7939,1969,False,0,1,0,0,2,Manual,False,2,1,3667.0652,1
7940,1951,False,0,1,4,0,1,Manual,False,0,2,1541.6419,1
7941,1968,False,0,0,1,1,2,Manual,True,2,1,2493.1156,1
7942,1968,False,3,0,4,4,2,1,False,1,3,6540.2715,1
7943,1968,False,3,0,2,0,3,3,False,0,3,12724.8177,0
7944,1968,True,3,0,3,0,3,3,True,1,3,12628.6982,0
7945,1968,False,3,0,3,0,3,3,False,0,3,11946.1037,0
7946,1957,True,4,1,2,2,1,2,True,3,4,21210.03,2
7947,1956,True,3,1,2,1,1,2,True,2,2,10933.184,2
7948,1956,False,4,0,3,3,1,2,False,3,4,15895.0655,2
7949,1956,False,4,1,3,4,1,2,True,3,4,24838.3207,2
7950,1956,False,4,1,3,5,1,2,False,3,4,20788.0616,2
7951,1956,True,4,1,3,3,2,2,True,0,3,12651.467,2
7952,1956,True,4,0,3,3,2,2,True,0,3,9743.5196,2
7953,1956,True,4,1,2,2,1,2,True,0,3,11800.877,2
7954,1955,True,3,0,2,1,1,2,True,2,2,8436.2538,2
7955,1955,True,4,1,3,3,2,2,True,0,3,12632.7882,2
7956,1944,True,3,1,5,0,2,2,False,2,2,9415.4172,2
7957,1944,False,3,0,5,0,2,2,False,2,2,8924.1948,2
7958,1944,False,4,1,3,3,3,3,False,3,3,35498.4255,0
7959,1946,True,4,1,4,4,2,2,False,3,5,17636.5252,2
7960,1946,False,4,1,4,4,2,2,False,3,4,22064.5659,2
7961,1946,False,4,1,3,3,3,3,False,0,4,19814.1784,0
7962,1954,False,3,1,3,2,1,2,True,4,1,19833.3281,2
7963,1954,True,3,1,3,3,1,2,True,4,3,15874.8959,2
7964,1954,False,4,0,3,3,2,2,False,3,4,18263.0278,2
7965,1953,False,3,0,4,2,2,2,True,4,2,16286.1251,2
7966,1953,True,3,1,3,3,3,3,False,2,3,14786.6928,0
7967,1953,False,3,1,3,5,3,3,False,2,4,18430.8177,0
7968,1953,False,4,0,3,5,3,3,True,4,4,36434.4727,0
7969,1953,True,4,0,2,2,2,2,False,4,1,17254.3642,2
7970,1952,False,3,0,4,1,1,2,True,4,2,14253.1682,2
7971,1952,False,4,0,4,6,2,2,True,4,2,22706.8872,2
7972,1951,False,4,1,4,4,1,2,False,0,3,10733.5632,2
7973,1951,False,4,0,4,6,1,2,False,4,3,16606.3103,2
7974,1950,False,4,0,4,5,1,3,False,4,3,19826.4694,0
7975,1950,True,4,1,4,6,2,3,False,4,4,23491.9335,0
7976,1949,False,4,1,4,4,2,3,False,4,3,29555.8075,0
7977,1949,True,4,1,4,4,1,3,True,4,3,24837.5,0
7978,1949,True,4,1,4,4,2,3,True,0,4,14185.1699,0
7979,1949,True,4,0,5,5,2,3,False,4,5,16915.6231,0
7980,1948,False,2,1,5,1,0,1,True,4,3,11469.3984,3
7981,1947,True,3,0,5,0,0,1,True,4,2,9642.1085,2
7982,1947,False,3,0,5,0,0,1,True,4,2,11926.9302,2
7983,1975,True,2,1,0,0,3,2,True,4,3,29723.9432,3
7984,1975,False,2,1,0,0,3,2,True,4,4,37161.4689,3
7985,1976,False,2,1,0,0,3,2,False,3,2,27916.0464,3
7986,1976,False,2,0,0,0,3,2,True,4,3,28552.7574,3
7987,1975,False,3,1,0,0,3,2,True,4,3,45636.4631,2
7988,1975,False,3,0,0,0,3,2,False,4,3,29249.0528,2
7989,1975,True,3,0,0,0,3,2,True,4,3,28128.5639,2
7990,1975,True,3,0,0,0,3,2,False,4,3,23439.4741,2
7991,1973,True,3,1,0,0,3,2,True,4,3,36482.0708,2
7992,1974,False,3,1,0,0,3,2,True,4,3,45733.8746,2
7993,1973,True,3,1,0,0,3,2,False,4,3,30374.5281,2
7994,1973,True,3,1,0,0,3,2,True,4,3,36475.9792,2
7995,1973,False,4,0,0,0,2,3,True,4,3,46999.1041,0
7996,1973,True,4,1,0,0,2,3,True,4,3,48950.63,0
7997,1973,False,4,1,0,0,2,3,True,4,3,61193.6254,0
7998,1972,True,3,1,0,0,3,2,False,4,3,30513.5851,2
7999,1972,True,4,1,0,0,2,3,False,4,3,40781.3198,0
8000,1971,False,3,0,0,0,1,3,True,4,3,29489.417,0
8001,1970,True,3,1,0,0,0,2,True,4,4,24351.2233,2
8002,1970,True,4,0,0,0,1,3,True,4,4,32948.3634,0
8003,1970,True,4,1,0,2,0,2,True,4,4,30810.9077,2
8004,1971,True,4,1,0,0,1,3,True,4,4,42731.9953,0
8005,1971,False,4,1,0,2,0,2,False,4,4,32217.8707,2
8006,1949,True,1,0,4,0,1,2,True,3,2,6469.4691,2
8007,1948,False,1,1,4,0,1,2,False,1,2,5380.1719,1
8008,1947,True,1,0,4,0,1,2,False,1,2,3306.7654,2
8009,1937,True,1,1,3,0,4,3,True,4,2,15083.2365,0
8010,1937,True,1,1,3,0,4,3,True,4,2,15054.5184,0
8011,1938,False,2,0,3,0,4,3,True,4,2,20318.9035,0
8012,1938,True,2,1,3,0,4,3,True,4,2,21090.5921,0
8013,1938,True,2,0,3,0,4,3,True,4,2,16207.265,0
8014,1938,False,2,0,3,0,4,3,False,1,2,9379.5648,0
8015,1939,True,2,1,3,0,4,3,True,4,2,21106.0229,0
8016,1939,False,2,1,3,0,4,3,True,4,2,26389.5127,0
8017,1940,False,2,1,3,0,3,3,False,1,2,13906.3302,0
8018,1940,True,2,0,3,0,3,3,True,4,2,18617.0629,0
8019,1940,True,2,0,3,0,4,3,True,4,2,16199.9797,0
8020,1941,True,1,0,3,0,3,3,True,4,2,13363.602,0
8021,1941,True,1,1,3,0,3,3,True,4,2,17371.3933,0
8022,1941,False,1,1,4,0,3,3,False,1,2,9307.8825,0
8023,1943,True,2,1,4,0,3,3,True,4,2,22683.8232,0
8024,1944,False,1,0,5,0,0,0,False,4,2,4458.5733,1
8025,1945,False,0,0,5,0,0,0,True,4,3,2208.0729,1
8026,1945,False,0,0,5,0,0,0,True,4,3,2112.9193,1
8027,1945,False,0,1,5,0,0,0,True,4,3,2731.1431,1
8028,1945,True,1,1,5,0,0,1,True,4,4,7246.4129,1
8029,1945,True,1,1,2,1,0,1,False,1,2,3689.9629,1
8030,1946,False,1,0,5,0,1,2,True,4,3,8369.8889,2
8031,1946,True,1,0,5,0,1,2,True,4,3,6803.9453,2
8032,1946,True,1,1,5,0,1,2,True,4,3,8813.0324,2
8033,1946,True,1,1,5,0,1,2,True,4,4,8739.9772,2
8034,1946,False,2,1,5,0,3,3,True,4,3,26435.4045,0
8035,1946,True,2,0,5,0,3,3,True,4,3,16190.2358,0
8036,1947,True,1,1,2,1,1,2,True,2,2,6384.8525,2
8037,1947,False,1,1,2,1,1,2,True,4,2,12287.8157,2
8038,1947,False,2,0,2,1,3,3,False,2,1,12300.4497,0
8039,1947,True,2,0,2,1,3,3,True,4,1,18146.4936,0
8040,1948,True,1,0,2,1,1,2,False,2,2,4117.3846,2
8041,1948,True,2,1,2,1,2,2,True,2,1,10154.6506,3
8042,1948,False,2,0,2,1,2,2,True,4,1,15110.3191,3
8043,1949,True,2,1,2,1,2,2,True,2,2,10235.017,3
8044,1950,True,1,1,2,1,0,1,True,4,2,8142.0509,1
8045,1950,True,1,0,2,1,0,1,True,4,2,6204.8408,1
8046,1950,True,2,0,2,1,2,2,True,2,2,7864.3056,3
8047,1950,True,2,1,2,1,2,2,True,2,2,10160.389,3
8048,1950,True,2,0,2,1,2,2,True,2,2,7868.2995,3
8049,1950,True,2,1,2,1,2,2,False,2,1,8497.5207,3
8050,1950,False,3,1,3,1,3,3,False,1,1,15567.6608,0
8051,1951,True,2,0,2,1,1,2,True,2,3,6963.4767,3
8052,1951,True,2,1,2,1,2,2,True,4,2,15809.3417,3
8053,1952,True,1,1,2,1,0,1,False,2,4,4381.9215,1
8054,1952,True,2,0,2,1,1,2,True,4,3,10606.1258,3
8055,1952,True,2,0,2,1,1,2,True,2,2,6895.3446,3
8056,1952,True,2,0,2,1,1,2,True,4,2,10549.2338,3
8057,1952,True,2,1,2,1,0,1,True,4,2,11328.0315,3
8058,1952,True,2,1,2,1,0,1,True,2,2,7436.7933,3
8059,1953,False,2,1,3,1,1,2,True,4,3,16085.4147,3
8060,1953,True,2,1,3,1,0,1,False,2,3,5750.0241,3
8061,1944,False,0,0,5,0,1,1,False,1,2,1391.1668,1
8062,1944,True,0,0,2,1,1,1,True,1,2,1452.0398,1
8063,1979,True,2,0,0,0,2,1,False,1,1,7260.2062,3
8064,1978,True,1,1,0,0,2,1,True,3,1,13294.7189,1
8065,1978,False,1,0,0,0,2,1,False,1,1,6492.9601,1
8066,1978,True,2,0,0,0,2,1,True,3,2,14276.8356,3
8067,1946,False,1,0,2,0,2,0,False,3,2,5895.6075,1
8068,1946,True,1,0,2,0,2,0,False,1,2,2935.6953,1
8069,1946,True,1,1,2,0,3,3,False,1,2,8414.6145,0
8070,1948,False,0,1,2,1,0,0,True,3,2,2756.443,1
8071,1978,False,2,0,0,0,2,1,False,0,2,8255.0782,3
8072,1977,True,1,0,0,0,3,2,False,1,2,7458.8323,2
8073,1948,False,0,0,2,1,1,1,True,3,2,2949.8451,1
8074,1948,True,0,1,2,1,1,1,True,3,3,3008.899,1
8075,1949,True,0,0,2,1,0,0,True,1,2,1064.9105,1
8076,1949,True,0,1,2,1,0,0,True,1,2,1397.909,1
8077,1949,False,1,1,3,0,2,0,False,3,2,7286.7116,1
8078,1950,True,0,1,2,1,0,0,True,3,2,2249.4849,1
8079,1951,False,0,1,2,1,0,0,True,3,2,2816.6156,1
8080,1951,True,0,0,2,1,0,0,True,1,3,1037.8077,1
8081,1952,True,1,1,3,0,1,1,True,3,2,7848.3277,1
8082,1953,True,1,0,2,0,2,1,True,3,2,7434.4842,1
8083,1954,False,1,1,3,0,0,0,True,3,2,7212.2675,1
8084,1954,False,1,0,3,0,0,0,False,3,3,4633.1181,1
8085,1954,False,1,0,3,0,0,0,True,3,2,5509.0544,1
8086,1975,False,1,1,0,0,1,1,True,3,2,14432.8683,1
8087,1975,False,1,1,0,0,1,1,False,1,2,7369.667,1
8088,1975,False,1,1,0,0,1,1,False,1,2,7467.1891,1
8089,1975,True,1,1,0,0,1,1,True,3,2,11586.1745,1
8090,1975,True,2,1,0,0,2,1,False,1,3,9450.9354,3
8091,1975,False,2,0,0,0,2,1,False,1,2,9013.9694,3
8092,1974,True,1,1,0,0,1,1,True,3,2,11618.8552,1
8093,1976,True,2,0,0,0,2,2,False,1,2,8360.7689,3
8094,1956,False,3,1,2,0,1,1,True,3,2,18160.3165,1
8095,1957,True,2,1,2,0,1,1,True,3,2,11773.1619,3
8096,1973,False,3,0,0,0,3,3,False,0,1,17568.1755,0
8097,1974,False,2,1,0,0,2,2,True,3,2,26792.3258,3
8098,1966,False,4,0,0,0,4,3,False,1,4,23313.081,0
8099,1966,True,4,1,1,1,4,3,True,0,4,19178.6658,0
8100,1957,True,2,0,2,0,0,1,True,3,3,8624.2381,3
8101,1964,True,2,1,4,4,3,1,True,4,3,14968.9738,3
8102,1964,False,2,0,4,2,3,1,False,0,2,5992.1635,3
8103,1963,False,2,0,4,2,3,2,False,0,3,6945.5091,3
8104,1963,False,2,0,4,2,3,2,False,0,2,6929.0874,3
8105,1963,False,2,1,4,2,3,2,True,2,2,13953.0359,3
8106,1963,False,2,0,4,2,3,2,True,2,3,10797.1343,3
8107,1963,True,2,1,4,2,3,2,True,2,4,11148.2903,3
8108,1962,True,1,1,3,2,1,1,True,0,3,3970.1358,1
8109,1962,False,1,1,4,3,1,1,True,2,2,6036.5248,1
8110,1962,True,2,1,1,0,3,2,True,2,1,15355.2342,3
8111,1962,False,2,0,1,0,3,2,False,0,1,9508.9118,3
8112,1962,True,2,0,1,0,2,1,True,2,1,8150.3541,3
8113,1961,False,1,0,4,3,1,1,True,4,3,7121.5284,1
8114,1961,False,1,1,4,2,1,1,True,2,2,6054.2328,1
8115,1961,True,1,1,4,2,1,1,True,0,2,3760.1811,1
8116,1961,True,2,0,1,0,2,1,True,0,1,6289.71,3
8117,1961,True,2,1,1,0,2,1,True,2,1,10645.8223,3
8118,1967,False,1,1,0,0,2,1,False,0,1,7620.4524,1
8119,1960,True,2,0,1,0,2,1,True,0,1,6275.4638,3
8120,1960,True,2,0,1,0,2,1,True,0,1,6377.4008,3
8121,1959,True,2,0,5,5,4,2,True,4,3,10615.0568,3
8122,1959,True,2,1,5,5,4,2,True,4,3,13846.9315,3
8123,1959,True,2,0,5,5,4,2,True,4,3,10646.9716,3
8124,1958,True,3,1,1,0,2,1,True,2,1,13056.1871,2
8125,1958,False,2,0,1,0,3,2,True,2,1,14849.2462,3
8126,1958,False,2,0,1,0,3,2,False,0,1,9457.8669,3
8127,1958,True,2,1,1,0,3,2,True,2,1,15419.2377,3
8128,1958,False,2,1,1,0,3,2,False,0,1,12336.6772,3
8129,1958,True,2,1,5,4,4,2,False,0,2,5783.5408,3
8130,1970,False,3,0,4,4,4,3,True,0,1,10555.4497,0
8131,1967,False,2,0,5,5,3,2,True,4,3,15350.4041,3
8132,1969,False,4,0,1,0,4,3,False,1,1,18618.6637,0
8133,1966,True,3,1,5,5,4,3,False,0,3,8459.7112,0
8134,1965,True,2,0,3,3,3,2,True,3,1,12809.5732,3
8135,1965,False,2,0,3,3,3,2,False,0,1,7384.7356,3
8136,1965,True,2,0,5,5,3,2,True,4,4,12320.6766,3
8137,1964,True,2,0,3,3,3,2,True,0,2,7148.2917,3
8138,1964,False,2,1,3,3,3,2,True,3,2,20709.2535,3
8139,1964,False,2,0,3,3,3,2,True,3,2,15936.5823,3
8140,1973,False,0,1,0,0,0,Manual,True,1,2,3145.2627,1
8141,1973,False,1,0,0,0,2,0,False,2,1,5931.748,1
8142,1957,True,2,1,2,0,1,2,True,3,2,13623.2033,3
8143,1957,True,3,1,2,0,2,2,False,2,1,11513.6107,2
8144,1956,True,3,0,2,0,0,1,True,3,2,10692.2253,2
8145,1956,False,3,1,2,0,0,1,False,1,2,8883.6616,1
8146,1956,False,3,1,2,0,0,1,False,1,3,8843.3256,1
8147,1956,True,3,0,2,0,0,1,True,3,2,10597.0803,2
8148,1956,True,2,1,2,0,1,2,True,3,2,13627.7939,3
8149,1956,True,2,1,2,0,1,2,False,1,2,6927.3219,3
8150,1932,True,1,1,3,0,2,2,True,3,3,10372.0846,2
8151,1965,True,3,0,5,5,2,2,True,2,3,7803.4199,2
8152,1965,True,3,1,3,1,3,3,True,2,3,17670.9661,0
8153,1965,False,3,1,4,1,3,3,False,0,4,13197.1696,0
8154,1965,False,3,1,4,1,2,2,True,2,4,13656.5533,2
8155,1965,False,3,0,4,1,2,2,True,2,4,10506.33,2
8156,1965,False,4,1,2,2,3,3,True,2,3,32945.7073,0
8157,1965,False,4,0,3,2,3,3,True,2,5,23688.723,0
8158,1965,True,4,1,1,1,4,3,True,0,4,19166.2874,0
8159,1965,True,4,1,1,1,4,3,True,0,1,19208.358,0
8160,1965,False,4,1,0,0,4,3,False,1,3,30364.5515,0
8161,1964,True,3,1,4,3,2,2,True,2,2,10962.2982,2
8162,1964,True,3,1,4,3,2,2,True,0,3,8454.738,2
8163,1964,False,4,0,3,2,3,3,False,1,4,16751.5263,0
8164,1955,False,3,0,2,0,0,1,False,1,3,6744.4984,1
