BirthDate,MaritalStatus,YearlyIncome,Gender,TotalChildren,NumberChildrenAtHome,Education,Occupation,HomeOwner,CommuteDistance,NumberOfPurchases,ProfitGenerated,Assignments
1946,False,2,0,5,0,3,4,True,4,3,20288.7829,0
1946,False,2,0,5,0,3,4,False,2,3,10986.9866,0
1947,True,1,1,2,1,1,3,True,2,1,6406.3845,2
1947,True,1,1,2,1,1,3,False,2,2,5290.8055,2
1947,False,2,0,2,1,3,4,False,2,1,12287.8533,0
1948,True,2,0,2,1,2,3,True,4,2,12169.6533,3
1949,True,2,0,2,1,2,3,True,2,2,7936.4011,3
1949,True,2,0,2,1,2,3,True,2,2,7942.8582,3
1949,True,2,0,2,1,2,3,True,4,2,12073.3919,3
1949,True,2,0,2,1,2,3,True,2,2,7867.3561,3
1949,True,2,0,2,1,2,3,True,4,1,12066.82,3
1950,True,2,1,2,1,2,3,True,4,2,15701.5589,3
1950,True,2,1,4,2,2,3,True,1,1,7529.0387,3
1950,True,3,0,3,1,3,4,True,3,1,18785.6269,0
1952,True,2,0,2,1,0,2,True,4,2,8731.8477,3
1953,True,2,0,3,1,1,3,True,4,2,9954.337,3
1953,True,2,1,3,1,0,2,True,4,3,10632.2805,3
1953,False,2,1,3,1,0,2,True,4,3,13340.8737,3
1968,False,4,0,1,0,4,4,True,0,3,20236.1403,0
1979,False,1,0,0,0,1,2,False,1,3,5714.3372,1
1944,True,0,1,4,0,1,2,True,3,3,2916.364,1
1978,True,1,1,0,0,1,2,True,3,2,11505.7735,1
1978,False,1,1,0,0,2,2,False,1,1,8445.4274,1
1978,False,1,1,0,0,2,2,False,1,1,8478.9091,1
1978,False,1,0,0,0,2,2,True,3,1,12704.3168,1
1978,False,2,0,0,0,2,2,False,1,2,9037.1203,3
1945,True,0,0,2,1,0,1,False,1,2,876.9906,1
1947,True,1,0,2,0,2,1,False,1,2,2847.7704,1
1948,True,0,1,2,1,0,1,True,3,2,2294.2877,1
1948,False,0,1,2,1,0,1,True,3,2,2860.7839,1
1977,False,1,1,0,0,3,3,False,3,2,19921.5162,1
1948,True,0,0,2,1,0,1,True,1,2,1012.2662,1
1977,False,2,1,0,0,2,2,True,3,2,23235.3529,3
1950,True,0,0,2,1,0,1,True,3,3,1751.82,1
1950,False,0,1,2,1,0,1,True,3,2,2736.0117,1
1950,True,0,1,2,1,0,1,True,3,2,2228.0877,1
1951,True,0,0,2,1,0,1,True,1,3,1116.8438,1
1980,False,1,0,0,0,3,3,True,3,2,18421.189,2
1980,False,1,1,0,0,3,3,False,3,2,19909.5703,1
1979,False,2,1,0,0,2,2,False,0,2,10759.9247,3
1952,True,0,1,2,1,0,1,True,3,3,2286.2654,1
1953,True,1,0,2,0,2,2,False,1,2,3800.7011,1
1953,True,1,0,2,0,2,2,True,3,2,7399.1499,1
1953,False,1,0,2,0,2,2,True,3,2,9228.0088,1
1954,False,1,0,3,0,0,1,False,1,2,2798.4842,1
1954,False,1,0,3,0,0,1,False,3,2,4566.5324,1
1954,False,1,1,3,0,0,1,False,3,2,6019.7366,1
1955,False,3,0,2,0,2,2,True,3,2,15991.9577,1
1955,False,3,0,2,0,2,2,False,1,2,8074.8428,1
1955,False,3,0,2,0,2,2,False,1,2,8111.1527,1
1975,False,1,0,0,0,2,2,False,1,2,6504.1146,1
1975,False,1,0,0,0,1,2,True,3,3,11128.8715,1
1975,False,1,1,0,0,1,2,False,1,2,7407.2175,1
1975,False,1,1,0,0,1,2,True,3,2,14526.7577,1
1975,False,1,0,0,0,1,2,False,1,3,5633.2598,1
1975,False,1,1,0,0,1,2,True,3,3,14484.899,1
1975,False,2,0,0,0,2,2,False,3,2,14877.2971,3
1974,True,1,0,0,0,1,2,True,3,2,8868.1104,1
1973,True,2,1,0,0,2,3,True,3,2,21403.1111,3
1973,False,2,0,0,0,2,3,False,0,2,9557.1283,3
1973,False,2,1,0,0,2,3,True,3,2,26790.6244,3
1957,True,2,1,2,0,1,2,True,3,2,11814.8578,3
1958,False,3,0,1,0,3,4,False,0,4,13976.1431,0
1959,False,3,1,1,1,3,4,False,0,3,16512.2267,0
1959,True,3,1,1,1,3,4,True,2,3,20612.9936,0
1973,False,2,1,0,0,2,3,True,3,3,26805.512,3
1973,False,3,1,0,0,3,4,False,0,1,22794.7965,0
1974,False,1,0,0,0,1,3,False,1,2,6563.7401,1
1974,False,1,0,0,0,1,3,True,3,2,12910.3081,1
1974,True,1,1,0,0,0,2,False,1,2,5647.5847,1
1957,True,2,1,2,0,0,2,True,3,2,11227.1536,3
1957,False,2,1,2,0,0,2,False,1,2,7233.2632,1
1964,False,1,0,0,0,3,3,False,2,1,11055.1484,1
1964,False,2,1,4,4,3,2,False,0,2,7815.2186,3
1964,True,2,0,4,4,3,2,True,4,3,11438.7719,3
1964,False,2,0,4,2,3,2,False,0,2,5954.852,3
1964,True,2,0,4,2,3,2,True,2,2,7411.8052,3
1963,True,2,0,4,2,3,3,True,2,2,8577.1768,3
1963,True,2,0,4,2,3,3,True,2,2,8600.379,3
1961,False,1,0,0,0,3,3,False,0,2,8492.3107,1
1961,True,1,1,4,3,1,2,True,0,2,3763.7965,1
1961,True,1,1,4,3,1,2,True,4,3,7496.5071,1
1961,True,2,0,1,0,2,2,True,2,1,8251.956,3
1960,True,1,1,0,0,3,3,False,0,1,8800.9726,1
1960,False,1,1,0,0,3,3,False,0,1,11116.7721,1
1967,False,1,0,0,0,2,2,False,0,1,5833.3279,1
1967,False,1,1,0,0,2,2,False,0,1,7684.7475,1
1967,False,1,1,0,0,2,2,False,0,1,7660.0709,1
1967,False,1,0,0,0,2,2,False,2,1,7742.5194,1
1960,True,2,1,1,0,2,2,False,0,1,6840.9846,3
1968,False,2,1,2,2,3,3,False,0,1,10242.4829,3
1968,True,2,1,5,5,3,3,True,4,3,16030.2364,3
1968,True,2,1,5,5,3,3,True,4,3,15976.5867,3
1967,True,2,1,5,5,3,3,True,4,3,15968.3547,3
1969,True,4,0,1,0,4,4,True,1,1,17799.5883,0
1969,False,4,0,1,0,4,4,False,2,1,21958.0756,0
1969,True,4,1,1,0,4,4,True,2,1,27365.2667,0
1967,True,3,0,5,5,4,4,True,0,3,7840.7366,0
1967,False,3,1,5,5,4,4,True,0,3,12711.5051,0
1966,True,3,1,5,5,3,3,True,0,3,9868.9725,2
1965,True,2,1,5,5,3,3,False,4,4,13314.1136,3
1965,True,2,1,5,5,3,3,True,4,4,15985.8362,3
1968,True,2,0,5,5,3,3,False,4,4,10217.4503,3
1968,False,2,0,0,0,3,3,True,3,1,25764.6453,3
1968,True,3,1,5,5,3,3,True,1,4,10743.3384,2
1968,False,3,1,5,5,3,3,True,1,4,13482.5668,2
1968,False,3,1,5,5,3,3,True,1,5,13472.632,2
1968,True,3,0,5,5,3,3,True,0,4,7552.2357,2
1968,True,3,1,5,5,3,3,True,1,4,10759.0839,2
1964,True,2,1,3,3,3,3,False,0,2,7691.262,3
1973,False,0,1,0,0,0,0,True,1,2,3130.6841,1
1974,False,1,0,0,0,2,1,True,2,1,7120.4872,1
1974,False,1,0,0,0,2,1,False,0,1,4533.8409,1
1974,False,1,1,0,0,2,1,True,2,1,9144.4692,1
1953,True,2,1,3,1,0,2,True,4,3,10639.3065,3
1957,True,2,0,2,0,1,3,True,3,3,10455.6307,3
1957,True,2,1,2,0,1,3,False,1,2,6886.8208,3
1957,False,3,1,2,1,3,4,True,2,1,23617.954,0
1956,False,3,0,2,0,0,2,False,1,2,6768.6133,1
1956,False,2,0,2,0,1,3,True,3,2,13075.8686,3
1965,False,3,1,4,1,3,4,False,0,4,13191.4551,0
1965,True,4,1,2,2,3,4,True,2,3,26301.8986,0
1965,False,4,0,3,2,3,4,True,2,4,23710.3886,0
1965,False,4,0,1,1,4,4,False,0,4,15377.9413,0
1964,True,3,0,5,5,2,3,True,0,5,6121.7141,2
1964,False,4,1,1,1,3,4,False,0,3,22997.3434,0
1934,False,4,1,1,2,4,4,False,0,3,19958.7721,0
1963,True,3,1,0,0,2,3,True,4,1,29203.119,2
1963,True,3,1,0,0,2,3,True,4,1,29254.436,2
1963,True,4,1,3,2,3,4,True,0,4,19024.7524,0
1962,True,3,0,5,4,2,3,True,3,2,10891.8119,2
1962,True,3,0,5,4,2,3,True,3,6,10891.3158,2
1962,False,3,1,1,1,2,3,True,3,3,23740.7941,2
1962,False,4,1,1,1,3,4,False,0,5,23081.6816,0
1961,True,2,1,5,4,2,3,True,3,3,11578.9403,3
1961,True,3,0,5,4,2,3,True,1,3,6642.8305,2
1961,True,3,1,5,4,2,3,True,3,3,14071.3185,2
1961,False,3,0,4,3,1,3,True,3,1,12768.3448,2
1961,True,3,0,4,3,1,3,True,1,2,6320.6188,2
1961,False,4,1,1,1,2,3,True,3,4,33211.9842,2
1961,False,4,0,1,1,3,4,False,2,3,22999.2615,0
1936,True,1,1,3,0,2,3,True,3,2,10486.5646,2
1936,True,2,0,2,0,4,4,True,3,2,15575.5345,0
1936,False,4,1,1,1,4,4,False,2,4,25917.8212,0
1960,False,3,0,4,3,1,3,True,3,3,12829.6095,2
1960,False,3,0,4,3,1,3,True,3,4,12791.8114,2
1954,False,2,0,3,0,0,2,True,3,3,10134.7978,3
1954,False,2,0,3,0,0,2,False,1,2,5214.0067,1
1954,True,2,1,2,0,1,3,True,3,2,13619.1627,3
1953,True,2,1,3,0,4,4,True,3,2,19017.305,0
1952,True,1,1,3,0,2,3,True,3,2,10474.1283,2
1951,True,1,1,3,0,2,3,True,3,2,10386.9159,2
1951,False,1,1,3,0,2,3,True,3,2,12964.7134,2
1950,False,1,0,4,0,2,3,False,1,2,4775.4554,1
1949,False,1,1,4,0,1,3,True,3,2,10677.2515,2
1949,False,1,1,4,0,1,3,True,3,2,10572.0604,2
1949,False,1,0,4,0,1,3,False,1,2,4174.41,1
1964,True,2,0,4,4,3,3,True,4,3,13281.6357,3
1963,False,2,1,0,0,3,3,False,3,1,27868.4677,3
1963,False,2,0,0,0,3,3,False,3,1,21427.7482,3
1967,True,3,1,5,5,3,3,False,0,4,8182.9355,2
1965,False,2,1,0,0,3,3,False,3,1,27937.5089,3
1965,False,2,0,0,0,3,3,True,3,1,25749.5808,3
1965,False,3,1,5,5,3,3,True,1,4,13496.2424,2
1964,False,2,0,0,0,3,3,True,3,1,25703.4816,3
1964,False,2,0,0,0,3,3,False,3,1,21454.565,3
1959,True,3,1,4,0,3,3,True,4,1,23244.3076,2
1963,False,2,0,0,0,3,3,True,3,2,25689.4825,3
1962,False,2,1,5,4,3,3,True,3,2,17895.4098,3
1962,True,2,1,5,4,2,2,True,0,2,5509.6917,3
1961,True,2,1,5,4,2,2,True,3,3,9964.0787,3
1958,True,3,1,2,0,3,3,True,3,1,23845.321,2
1957,False,2,1,1,0,2,2,True,3,1,18468.8614,3
1936,False,1,1,2,0,2,1,False,0,2,4321.2531,1
1960,True,2,0,5,4,2,2,True,4,3,8479.6233,3
1960,True,2,0,5,4,2,2,True,4,3,8475.3014,3
1957,False,2,1,1,0,2,2,False,0,1,8499.9848,3
1957,False,2,0,1,0,2,2,True,3,1,14201.9189,3
1956,False,3,1,1,0,2,2,False,0,1,10531.5055,1
1976,False,1,0,0,0,1,2,True,3,2,11125.7285,1
1975,True,1,1,0,0,1,2,True,3,3,11650.7627,1
1975,True,1,1,0,0,1,2,True,3,2,11623.176,1
1980,True,1,1,0,0,1,2,True,3,2,11592.5505,1
1980,True,1,1,0,0,1,2,True,3,2,11615.095,1
1979,True,1,1,0,0,1,2,False,0,3,5416.9212,1
1978,False,1,1,0,0,1,2,True,3,2,14464.0659,1
1978,True,1,1,0,0,1,2,True,3,2,11640.8482,1
1938,True,1,1,2,0,3,4,False,0,2,7707.9589,0
1938,False,1,0,2,0,3,4,True,3,2,16066.6553,0
1979,False,1,0,0,0,0,1,False,3,2,6762.6169,1
1939,False,1,0,2,0,2,1,False,3,2,5884.4783,1
1939,True,1,1,2,0,3,4,True,3,2,16690.8955,0
1943,True,1,0,2,0,3,4,False,0,2,5901.3324,0
1943,False,1,1,2,0,3,4,False,0,2,9650.6325,0
1976,False,1,0,0,0,1,2,False,1,2,5723.527,1
1976,False,1,0,0,0,1,2,False,1,2,5628.4127,1
1976,False,1,1,0,0,2,2,True,3,1,16572.106,1
1975,False,1,1,0,0,1,2,False,1,2,7368.3819,1
1974,False,1,1,0,0,2,2,False,1,1,8413.9175,1
1972,False,2,1,0,0,2,2,True,3,2,23231.1106,3
1972,False,3,0,0,0,3,4,False,0,1,17527.2885,0
1968,False,3,0,0,0,3,4,False,0,1,17642.965,0
1968,False,3,0,0,0,3,4,False,0,1,17511.644,0
1968,True,3,0,4,4,3,4,True,1,5,10642.7296,0
1967,False,4,1,0,1,3,4,True,1,3,38251.3924,0
1971,False,4,0,0,0,0,4,True,0,4,19636.9752,0
1969,True,4,1,0,0,0,4,True,0,4,20407.6705,0
1957,True,3,0,2,2,2,3,True,3,4,13403.6682,2
1974,False,1,1,0,0,2,1,True,2,1,9190.4971,1
1980,True,0,1,0,0,0,0,True,1,2,2503.0253,1
1980,False,0,1,0,0,0,0,True,1,2,3073.8075,1
1972,False,0,1,0,0,0,0,True,1,2,3162.2054,1
1973,True,1,1,1,1,3,2,True,0,1,6723.2321,1
1973,True,1,0,1,1,3,2,True,1,1,5668.0266,1
1972,False,1,0,0,0,1,0,False,1,1,5288.2377,1
1972,False,1,0,0,0,1,0,True,2,1,7505.578,1
1971,False,0,1,0,0,0,0,False,1,2,2633.0802,1
1971,False,0,1,0,0,0,0,False,0,2,2337.485,1
1971,False,0,1,0,0,0,0,False,0,2,2309.2015,1
1971,False,0,1,0,0,0,0,True,1,2,3114.1208,1
1971,False,1,0,2,2,2,1,False,0,1,2965.9418,1
1971,True,1,1,2,2,2,1,True,1,1,4178.5228,1
1970,True,1,1,2,2,2,1,True,1,2,4157.8526,1
1974,False,1,0,3,3,2,1,False,0,2,2790.0684,1
1929,True,1,0,1,0,4,2,True,1,1,5315.1387,1
1954,False,0,1,3,0,0,1,True,1,2,1721.0728,1
1954,False,0,0,3,0,0,1,False,1,2,1101.3308,1
1954,False,0,1,3,0,0,1,True,1,2,1725.6542,1
1955,False,0,1,3,0,0,1,False,0,2,1390.1876,1
1955,False,0,0,3,0,0,1,False,0,2,1128.592,1
1955,False,0,1,3,0,0,1,False,0,3,1287.0016,1
1955,False,0,0,3,0,0,1,True,1,2,1340.5287,1
1956,False,0,1,3,0,0,1,True,1,2,1834.7221,1
1956,False,0,0,3,0,0,1,False,0,2,1059.2232,1
1956,False,1,0,2,0,1,2,False,0,2,3786.0989,1
1956,True,1,1,2,0,1,2,True,1,2,5167.9654,1
1957,True,0,1,2,1,0,1,True,1,2,1458.9699,1
1957,True,0,0,2,1,0,1,True,0,2,1003.3618,1
1957,True,0,1,2,1,0,1,False,0,2,1087.6635,1
1957,False,0,0,2,1,0,1,True,1,2,1305.7615,1
1957,False,0,1,2,1,0,1,True,1,2,1709.9884,1
1957,True,0,1,2,1,0,1,False,0,2,1037.8583,1
1957,True,0,1,2,1,0,1,True,0,2,1215.8253,1
1957,True,0,1,2,1,0,1,False,0,2,1056.761,1
1957,False,0,0,2,1,0,1,True,1,2,1294.1524,1
1957,False,1,1,2,0,1,2,True,1,2,6425.3937,1
1957,True,1,1,2,0,1,2,True,1,2,5149.8985,1
1958,False,1,0,2,0,1,2,False,0,2,3741.4632,1
1958,True,1,0,2,0,1,2,True,1,2,3941.5414,1
1958,True,1,0,2,0,1,2,True,1,2,3936.2759,1
1958,True,1,1,2,0,1,2,True,1,2,5161.9507,1
1958,False,1,0,2,0,1,2,True,1,2,4932.6169,1
1959,True,1,0,2,0,2,1,False,0,1,2597.3508,1
1959,False,1,1,2,0,2,1,False,0,1,4343.9966,1
1959,False,1,0,2,0,2,1,False,1,1,3563.5081,1
1970,True,1,0,1,1,3,2,True,2,1,6655.7723,1
1968,True,2,1,2,2,3,2,True,2,1,11112.4012,3
1967,False,1,0,0,0,3,3,False,2,1,11005.8801,1
1919,True,0,1,3,0,0,1,False,0,2,1109.0545,1
1967,False,1,0,2,2,3,2,False,0,1,4850.7952,1
1967,True,1,0,2,2,3,2,True,2,1,6061.0741,1
1966,False,3,1,3,3,3,2,False,0,1,10198.0627,1
1965,True,1,0,3,3,3,2,True,2,1,5707.49,1
1965,True,1,1,3,3,3,2,True,2,3,7441.9043,1
1965,False,1,0,3,3,3,2,False,0,2,4557.0051,1
1965,True,1,0,3,3,3,2,True,4,3,8722.195,1
1965,True,1,1,3,3,3,2,True,4,3,11413.9252,1
1967,False,0,1,1,1,2,0,True,2,1,3121.4956,1
1967,False,0,1,1,1,2,0,False,1,1,2221.2838,1
1967,False,1,1,1,1,3,1,False,0,1,5281.7298,1
1966,True,0,1,1,1,1,0,False,1,1,1543.011,1
1965,True,0,0,2,2,1,0,True,0,1,1235.5756,1
1965,True,0,1,2,2,1,0,True,0,1,1607.1341,1
1965,True,0,1,2,2,1,0,True,0,2,1515.0523,1
1965,True,1,0,1,1,3,2,True,0,2,5114.7757,1
1964,True,0,1,4,3,0,0,True,0,2,1294.689,1
1964,True,0,0,3,2,0,0,True,0,3,1065.402,1
1933,True,1,0,1,0,3,2,True,2,1,7362.2001,1
1962,False,1,1,1,0,2,1,True,2,1,7355.2353,1
1964,True,1,1,2,2,2,1,True,0,2,3801.253,1
1964,False,1,0,2,2,2,1,True,0,2,3638.6339,1
1963,True,1,1,2,2,2,1,True,0,2,3672.9924,1
1963,True,1,0,2,2,2,1,True,0,2,2851.0599,1
1963,True,1,0,2,2,2,1,True,0,2,2898.3755,1
1979,True,1,0,3,3,2,1,True,0,2,2731.4948,1
1979,False,1,0,3,3,2,1,True,0,2,3383.763,1
1962,False,1,1,1,0,2,1,False,2,1,6140.3591,1
1978,False,1,1,3,3,2,1,True,0,2,4434.0127,1
1978,True,1,1,4,4,2,1,True,0,3,3298.3328,1
1978,True,1,0,5,5,2,1,True,0,1,2339.3043,1
1977,False,1,0,5,5,2,1,False,0,3,2395.2782,1
1977,False,1,1,0,0,2,1,False,0,1,5912.975,1
1977,False,1,0,0,0,2,1,False,0,1,4557.0931,1
1976,False,0,1,0,0,1,0,False,2,1,3175.1684,1
1976,False,0,0,0,0,1,0,False,3,1,3502.4398,1
1975,False,0,0,0,0,0,0,True,0,2,2156.944,1
1976,False,0,0,0,0,1,0,False,1,1,2048.3708,1
1976,False,0,1,0,0,1,0,False,3,1,4466.0504,1
1976,False,0,1,0,0,0,0,True,2,1,3665.598,1
1976,False,1,0,0,0,2,1,False,0,1,4534.9438,1
1913,False,0,1,2,0,0,0,False,0,2,1726.3393,1
1980,True,0,0,0,0,2,0,False,0,1,1757.935,1
1980,False,0,0,0,0,2,0,True,1,1,2869.2331,1
1980,True,0,1,0,0,2,0,True,2,1,3559.1326,1
1980,False,0,1,0,0,2,0,True,1,1,3741.711,1
1977,False,0,1,0,0,1,0,False,0,2,2494.8923,1
1970,False,0,0,0,0,2,0,False,2,1,2776.6615,1
1952,False,0,0,2,0,2,0,False,0,1,1602.2613,1
1952,False,0,0,2,0,2,0,False,0,1,1675.8483,1
1952,False,0,0,2,0,2,0,False,2,1,2079.4981,1
1951,False,0,0,2,0,2,0,False,2,1,2039.1847,1
1968,False,0,0,2,2,1,0,True,0,1,1507.8527,1
1968,True,3,0,2,0,3,4,True,1,2,13493.7096,0
1968,True,3,0,3,0,3,4,True,1,3,12638.6673,0
1964,True,0,0,3,2,0,0,True,0,1,1054.9114,1
1964,True,0,0,3,2,0,0,True,0,1,1118.372,1
1963,True,0,1,3,2,0,0,True,0,2,1432.7921,1
1963,True,0,0,3,2,0,0,True,0,2,1040.071,1
1932,False,0,1,2,0,2,0,False,2,1,2705.4082,1
1965,False,1,0,2,2,2,1,True,0,1,3621.7774,1
1964,True,1,1,2,2,2,1,True,0,2,3753.1949,1
1964,False,1,1,2,2,2,1,True,0,2,4649.196,1
1963,True,1,0,2,2,2,1,True,0,3,2962.3265,1
1979,True,0,0,4,4,1,0,True,0,2,1039.4922,1
1978,True,1,1,3,3,2,1,True,0,3,3560.4725,1
1978,True,1,1,3,3,2,1,True,0,2,3498.9572,1
1977,True,1,1,5,5,2,1,True,0,3,3100.1191,1
1977,False,1,0,0,0,2,1,False,2,1,5943.0645,1
1977,False,1,0,0,0,2,1,False,2,1,5926.7441,1
1976,False,0,1,0,0,1,0,False,1,1,2668.1581,1
1975,False,0,0,0,0,0,0,True,0,2,2130.034,1
1976,False,0,1,0,0,1,0,True,2,1,3880.0133,1
1976,False,1,0,0,0,2,1,True,2,1,7099.064,1
1974,True,0,0,0,0,0,0,True,1,2,1893.4033,1
1975,False,1,0,0,0,2,1,False,2,1,5961.2379,1
1975,False,1,1,0,0,2,1,False,2,1,7717.369,1
1975,False,1,0,0,0,2,1,False,2,1,5854.149,1
1980,False,0,1,0,0,2,0,True,1,1,3738.666,1
1979,False,0,1,0,0,2,0,True,2,1,4397.363,1
1978,False,0,1,0,0,2,0,False,0,1,2823.063,1
1978,False,0,0,0,0,2,0,False,0,1,2122.0632,1
1943,True,0,1,2,0,2,0,False,0,1,1651.7151,1
1959,False,0,0,1,1,1,0,True,2,1,2180.8327,1
1970,True,0,0,1,1,1,0,True,0,2,1309.6385,1
1969,False,0,1,0,0,2,0,False,2,1,3667.0652,1
1951,False,0,1,4,0,1,0,False,0,2,1541.6419,1
1968,False,0,0,1,1,2,0,True,2,1,2493.1156,1
1968,False,3,0,4,4,2,2,False,1,3,6540.2715,1
1968,False,3,0,2,0,3,4,False,0,3,12724.8177,0
1968,True,3,0,3,0,3,4,True,1,3,12628.6982,0
1968,False,3,0,3,0,3,4,False,0,3,11946.1037,0
1957,True,4,1,2,2,1,3,True,3,4,21210.03,2
1956,True,3,1,2,1,1,3,True,2,2,10933.184,2
1956,False,4,0,3,3,1,3,False,3,4,15895.0655,2
1956,False,4,1,3,4,1,3,True,3,4,24838.3207,2
1956,False,4,1,3,5,1,3,False,3,4,20788.0616,2
1956,True,4,1,3,3,2,3,True,0,3,12651.467,2
1956,True,4,0,3,3,2,3,True,0,3,9743.5196,2
1956,True,4,1,2,2,1,3,True,0,3,11800.877,2
1955,True,3,0,2,1,1,3,True,2,2,8436.2538,2
1955,True,4,1,3,3,2,3,True,0,3,12632.7882,2
1944,True,3,1,5,0,2,3,False,2,2,9415.4172,2
1944,False,3,0,5,0,2,3,False,2,2,8924.1948,2
1944,False,4,1,3,3,3,4,False,3,3,35498.4255,0
1946,True,4,1,4,4,2,3,False,3,5,17636.5252,2
1946,False,4,1,4,4,2,3,False,3,4,22064.5659,2
1946,False,4,1,3,3,3,4,False,0,4,19814.1784,0
1954,False,3,1,3,2,1,3,True,4,1,19833.3281,2
1954,True,3,1,3,3,1,3,True,4,3,15874.8959,2
1954,False,4,0,3,3,2,3,False,3,4,18263.0278,2
1953,False,3,0,4,2,2,3,True,4,2,16286.1251,2
1953,True,3,1,3,3,3,4,False,2,3,14786.6928,0
1953,False,3,1,3,5,3,4,False,2,4,18430.8177,0
1953,False,4,0,3,5,3,4,True,4,4,36434.4727,0
1953,True,4,0,2,2,2,3,False,4,1,17254.3642,2
1952,False,3,0,4,1,1,3,True,4,2,14253.1682,2
1952,False,4,0,4,6,2,3,True,4,2,22706.8872,2
1951,False,4,1,4,4,1,3,False,0,3,10733.5632,2
1951,False,4,0,4,6,1,3,False,4,3,16606.3103,2
1950,False,4,0,4,5,1,4,False,4,3,19826.4694,0
1950,True,4,1,4,6,2,4,False,4,4,23491.9335,0
1949,False,4,1,4,4,2,4,False,4,3,29555.8075,0
1949,True,4,1,4,4,1,4,True,4,3,24837.5,0
1949,True,4,1,4,4,2,4,True,0,4,14185.1699,0
1949,True,4,0,5,5,2,4,False,4,5,16915.6231,0
1948,False,2,1,5,1,0,2,True,4,3,11469.3984,3
1947,True,3,0,5,0,0,2,True,4,2,9642.1085,2
1947,False,3,0,5,0,0,2,True,4,2,11926.9302,2
1975,True,2,1,0,0,3,3,True,4,3,29723.9432,3
1975,False,2,1,0,0,3,3,True,4,4,37161.4689,3
1976,False,2,1,0,0,3,3,False,3,2,27916.0464,3
1976,False,2,0,0,0,3,3,True,4,3,28552.7574,3
1975,False,3,1,0,0,3,3,True,4,3,45636.4631,2
1975,False,3,0,0,0,3,3,False,4,3,29249.0528,2
1975,True,3,0,0,0,3,3,True,4,3,28128.5639,2
1975,True,3,0,0,0,3,3,False,4,3,23439.4741,2
1973,True,3,1,0,0,3,3,True,4,3,36482.0708,2
1974,False,3,1,0,0,3,3,True,4,3,45733.8746,2
1973,True,3,1,0,0,3,3,False,4,3,30374.5281,2
1973,True,3,1,0,0,3,3,True,4,3,36475.9792,2
1973,False,4,0,0,0,2,4,True,4,3,46999.1041,0
1973,True,4,1,0,0,2,4,True,4,3,48950.63,0
1973,False,4,1,0,0,2,4,True,4,3,61193.6254,0
1972,True,3,1,0,0,3,3,False,4,3,30513.5851,2
1972,True,4,1,0,0,2,4,False,4,3,40781.3198,0
1971,False,3,0,0,0,1,4,True,4,3,29489.417,0
1970,True,3,1,0,0,0,3,True,4,4,24351.2233,2
1970,True,4,0,0,0,1,4,True,4,4,32948.3634,0
1970,True,4,1,0,2,0,3,True,4,4,30810.9077,2
1971,True,4,1,0,0,1,4,True,4,4,42731.9953,0
1971,False,4,1,0,2,0,3,False,4,4,32217.8707,2
1949,True,1,0,4,0,1,3,True,3,2,6469.4691,2
1948,False,1,1,4,0,1,3,False,1,2,5380.1719,1
1947,True,1,0,4,0,1,3,False,1,2,3306.7654,2
1937,True,1,1,3,0,4,4,True,4,2,15083.2365,0
1937,True,1,1,3,0,4,4,True,4,2,15054.5184,0
1938,False,2,0,3,0,4,4,True,4,2,20318.9035,0
1938,True,2,1,3,0,4,4,True,4,2,21090.5921,0
1938,True,2,0,3,0,4,4,True,4,2,16207.265,0
1938,False,2,0,3,0,4,4,False,1,2,9379.5648,0
1939,True,2,1,3,0,4,4,True,4,2,21106.0229,0
1939,False,2,1,3,0,4,4,True,4,2,26389.5127,0
1940,False,2,1,3,0,3,4,False,1,2,13906.3302,0
1940,True,2,0,3,0,3,4,True,4,2,18617.0629,0
1940,True,2,0,3,0,4,4,True,4,2,16199.9797,0
1941,True,1,0,3,0,3,4,True,4,2,13363.602,0
1941,True,1,1,3,0,3,4,True,4,2,17371.3933,0
1941,False,1,1,4,0,3,4,False,1,2,9307.8825,0
1943,True,2,1,4,0,3,4,True,4,2,22683.8232,0
1944,False,1,0,5,0,0,1,False,4,2,4458.5733,1
1945,False,0,0,5,0,0,1,True,4,3,2208.0729,1
1945,False,0,0,5,0,0,1,True,4,3,2112.9193,1
1945,False,0,1,5,0,0,1,True,4,3,2731.1431,1
1945,True,1,1,5,0,0,2,True,4,4,7246.4129,1
1945,True,1,1,2,1,0,2,False,1,2,3689.9629,1
1946,False,1,0,5,0,1,3,True,4,3,8369.8889,2
1946,True,1,0,5,0,1,3,True,4,3,6803.9453,2
1946,True,1,1,5,0,1,3,True,4,3,8813.0324,2
1946,True,1,1,5,0,1,3,True,4,4,8739.9772,2
1946,False,2,1,5,0,3,4,True,4,3,26435.4045,0
1946,True,2,0,5,0,3,4,True,4,3,16190.2358,0
1947,True,1,1,2,1,1,3,True,2,2,6384.8525,2
1947,False,1,1,2,1,1,3,True,4,2,12287.8157,2
1947,False,2,0,2,1,3,4,False,2,1,12300.4497,0
1947,True,2,0,2,1,3,4,True,4,1,18146.4936,0
1948,True,1,0,2,1,1,3,False,2,2,4117.3846,2
1948,True,2,1,2,1,2,3,True,2,1,10154.6506,3
1948,False,2,0,2,1,2,3,True,4,1,15110.3191,3
1949,True,2,1,2,1,2,3,True,2,2,10235.017,3
1950,True,1,1,2,1,0,2,True,4,2,8142.0509,1
